original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance
5,1,0.21,0.935875,0.23,0.873672,0.41,0.110278,0.43,0.0762626,0.22153481343343567,0.41604314516366114,0.19450833173022547
5,2,0.23,0.919233,0.25,0.87781,0.43,0.10946,0.45,0.064282,0.23928614537817153,0.4341878790561778,0.19490173367800626
5,3,0.25,0.902913,0.27,0.847877,0.43,0.135933,0.45,0.0945574,0.25105857983865104,0.4473691741026112,0.19631059426396014
5,4,0.27,0.917098,0.29,0.857817,0.45,0.121163,0.47,0.0863347,0.2757684586967156,0.4621527608295553,0.18638430213283969
5,5,0.29,0.901937,0.31,0.840413,0.47,0.117865,0.49,0.0862338,0.2906296729731487,0.481295809201042,0.1906661362278933
5,6,0.29,0.941309,0.31,0.897436,0.49,0.113277,0.51,0.075,0.3088311717913067,0.4969373252867257,0.18810615349541898
5,7,0.31,0.941827,0.33,0.891738,0.51,0.108305,0.53,0.0887663,0.3267010720916768,0.5185010773490559,0.1918000052573791
5,8,0.33,0.927071,0.35,0.885285,0.53,0.111172,0.55,0.0748052,0.34295697123438473,0.5361440654663044,0.1931870942319197
5,9,0.35,0.919079,0.37,0.866788,0.55,0.10124,0.57,0.0846818,0.357297240442906,0.5514977473396867,0.1942005068967807
5,10,0.37,0.919169,0.39,0.869855,0.57,0.115427,0.59,0.0782842,0.377774262886807,0.5783068589336291,0.2005325960468221
5,11,0.39,0.904337,0.41,0.861566,0.59,0.111467,0.61,0.068144,0.392028009632695,0.5952937238880041,0.20326571425530904
5,12,0.41,0.912791,0.43,0.844287,0.61,0.103769,0.63,0.0692076,0.41373438047413286,0.6121810459067052,0.19844666543257233
5,13,0.41,0.940745,0.43,0.886574,0.61,0.144787,0.63,0.0933831,0.42504310424396813,0.6274255260787606,0.20238242183479244
5,14,0.43,0.937535,0.45,0.889663,0.65,0.10163,0.67,0.0670449,0.4456814004010695,0.6509426024501881,0.20526120204911857
5,15,0.45,0.928655,0.47,0.894767,0.65,0.140573,0.67,0.0869333,0.4669115911237016,0.6651279742429581,0.1982163831192565
5,16,0.47,0.927262,0.49,0.894737,0.67,0.122146,0.69,0.0993624,0.486763720215219,0.6894402991625556,0.20267657894733654
5,17,0.49,0.932544,0.51,0.894319,0.69,0.129489,0.71,0.0842727,0.5070275997383911,0.703043526338953,0.19601592660056188
5,18,0.51,0.922166,0.53,0.870424,0.71,0.126431,0.73,0.0801666,0.5185678945537474,0.7214260641011231,0.20285816954737568
5,19,0.53,0.928736,0.55,0.853172,0.73,0.105642,0.75,0.0732468,0.5376057381822031,0.7334832320837654,0.19587749390156228
5,20,0.55,0.900233,0.57,0.866548,0.73,0.140292,0.75,0.0963527,0.5501383405076443,0.7483398461058779,0.19820150559823357
5,21,0.57,0.913194,0.59,0.865986,0.75,0.131941,0.77,0.0935518,0.5755897305541433,0.7666406176737207,0.1910508871195774
5,22,0.57,0.949889,0.59,0.897546,0.77,0.132863,0.79,0.0973783,0.5890623388036604,0.7885223490687536,0.1994600102650932
5,23,0.59,0.944316,0.61,0.894615,0.79,0.136022,0.81,0.0882353,0.6078330415887004,0.8050761613587044,0.19724311977000397
5,24,0.63,0.904478,0.65,0.825137,0.81,0.134303,0.83,0.0979548,0.6311287984774581,0.8288746622941439,0.1977458638166858
5,25,0.63,0.921698,0.65,0.88655,0.83,0.124002,0.85,0.0887097,0.6423466484579492,0.8436018338277754,0.20125518536982623
5,26,0.65,0.930711,0.67,0.890244,0.85,0.117742,0.87,0.0784114,0.6651782934242716,0.8590219828835562,0.19384368945928465
5,27,0.67,0.928736,0.69,0.878402,0.87,0.123357,0.89,0.0768095,0.6814181269122264,0.880035769912455,0.19861764300022866
5,28,0.69,0.934922,0.71,0.864149,0.89,0.112935,0.91,0.0761246,0.6998687352521441,0.8970279051572382,0.19715916990509408
6,1,0.21,0.921592,0.23,0.877336,0.41,0.118071,0.43,0.0771277,0.2197577729573391,0.4188273295020186,0.19906955654467953
6,2,0.23,0.92456,0.25,0.876185,0.43,0.109375,0.45,0.0778667,0.24015400516795865,0.43595081296039456,0.1957968077924359
6,3,0.25,0.922454,0.27,0.865418,0.45,0.101852,0.47,0.070229,0.25787362367627464,0.4511712993707112,0.19329767569443657
6,4,0.27,0.921894,0.29,0.858598,0.47,0.106195,0.49,0.0689474,0.27691797269969665,0.4733263888143128,0.19640841611461618
6,5,0.29,0.904421,0.31,0.85159,0.47,0.134666,0.49,0.0881148,0.29167363858340745,0.4848937084328653,0.19322006984945783
6,6,0.29,0.949189,0.31,0.889599,0.49,0.13337,0.51,0.0876102,0.3065091458298372,0.5045848539547813,0.19807570812494407
6,7,0.31,0.929896,0.33,0.893395,0.51,0.13904,0.53,0.0771965,0.3263809210706556,0.5226254173842036,0.19624449631354807
6,8,0.33,0.927752,0.35,0.877948,0.53,0.116861,0.55,0.0790598,0.34114448638663564,0.5389208808185983,0.1977763944319627
6,9,0.35,0.910714,0.37,0.866549,0.55,0.11887,0.57,0.0828157,0.35485180572851804,0.5604675447866135,0.2056157390580955
6,10,0.37,0.920591,0.39,0.852923,0.57,0.104932,0.59,0.0677607,0.3760858899332033,0.5726536602163497,0.19656777028314637
6,11,0.39,0.908988,0.41,0.862336,0.57,0.13432,0.59,0.0840336,0.3938532110091743,0.5836498138661745,0.18979660285700023
6,12,0.41,0.915254,0.43,0.841875,0.59,0.129292,0.61,0.0935065,0.41415759277177394,0.6063708764723141,0.1922132837005402
6,13,0.43,0.915394,0.45,0.8309,0.61,0.132976,0.63,0.0934771,0.43364380902786,0.6266971738453476,0.19305336481748764
6,14,0.45,0.900772,0.47,0.841798,0.63,0.128912,0.65,0.0891036,0.45026181028928003,0.6445255775163031,0.1942637672270231
6,15,0.45,0.921848,0.47,0.886564,0.65,0.109948,0.67,0.0871877,0.462384083437252,0.6587415367987242,0.19635745336147215
6,16,0.47,0.930743,0.49,0.864009,0.67,0.128375,0.69,0.0777256,0.4792135942697875,0.6812044762623052,0.2019908819925177
6,17,0.49,0.920797,0.51,0.866133,0.69,0.10343,0.71,0.0714286,0.49760902970876625,0.6921436562150405,0.19453462650627423
6,18,0.49,0.944878,0.51,0.895735,0.69,0.141316,0.71,0.0970266,0.5082642492318336,0.7086572859420086,0.20039303671017505
6,19,0.53,0.915194,0.55,0.840164,0.73,0.101266,0.75,0.0620585,0.5340501132880181,0.7306457948096665,0.1965956815216484
6,20,0.53,0.9422,0.55,0.895941,0.73,0.13641,0.75,0.086518,0.5482450982511511,0.7445955263368876,0.19635042808573655
6,21,0.57,0.902552,0.59,0.842697,0.75,0.116218,0.77,0.0835031,0.5708527274246095,0.7599147483256865,0.18906202090107704
6,22,0.59,0.904491,0.61,0.839789,0.77,0.109244,0.79,0.0820621,0.5913882105653612,0.7768015848781726,0.18541337431281146
6,23,0.61,0.900441,0.63,0.829102,0.79,0.116,0.81,0.0808133,0.6101236350383381,0.7990943453066074,0.18897071026826928
6,24,0.61,0.932508,0.63,0.870392,0.81,0.116667,0.83,0.0704225,0.6204668684396935,0.8172082085437188,0.19674134010402533
6,25,0.63,0.92158,0.65,0.871528,0.83,0.107087,0.85,0.0753846,0.6386230320466715,0.8344709548803876,0.1958479228337161
6,26,0.65,0.920273,0.67,0.848023,0.83,0.148268,0.85,0.0923318,0.6556119031141868,0.8472582334874375,0.19164633037325063
6,27,0.67,0.921982,0.69,0.861288,0.85,0.136559,0.87,0.0944559,0.6772435496095166,0.8673664171996837,0.19012286759016706
6,28,0.69,0.907323,0.71,0.85258,0.87,0.119098,0.89,0.0945808,0.6926754105547741,0.8855792668004503,0.1929038562456762
6,29,0.71,0.905854,0.73,0.844754,0.89,0.123815,0.91,0.0844727,0.7119162029459901,0.9021065621481205,0.19019035920213034
7,1,0.21,0.926547,0.23,0.877694,0.41,0.106771,0.43,0.0831601,0.2208681145477248,0.41573548657611525,0.19486737202839047
7,2,0.23,0.932251,0.25,0.873352,0.43,0.107572,0.45,0.0863931,0.2409512894955772,0.4371505130105907,0.1961992235150135
7,3,0.25,0.918872,0.27,0.842825,0.45,0.104757,0.47,0.0599455,0.25496324641340223,0.45212311571806346,0.19715986930466123
7,4,0.27,0.916569,0.29,0.854944,0.45,0.138859,0.47,0.0914928,0.2753773630831643,0.4664079026816591,0.1910305395984948
7,5,0.29,0.902786,0.31,0.833744,0.47,0.128788,0.49,0.0920021,0.29080704498710924,0.4856516491373053,0.19484460415019605
7,6,0.29,0.941514,0.31,0.891148,0.49,0.128981,0.51,0.0850954,0.30648493031012985,0.5032075213737536,0.19672259106362372
7,7,0.33,0.901327,0.35,0.832385,0.51,0.12357,0.53,0.0928249,0.3303849612717937,0.5253325245323646,0.1949475632605709
7,8,0.33,0.937282,0.35,0.883432,0.53,0.122899,0.55,0.0785482,0.34384661095636027,0.5403263075299657,0.19647969657360542
7,9,0.35,0.931594,0.37,0.873832,0.55,0.115487,0.57,0.0771948,0.3609393719054049,0.5580888536046505,0.19714948169924562
7,10,0.37,0.923208,0.39,0.861062,0.57,0.102842,0.59,0.0746583,0.37746886364367777,0.5720167685577124,0.19454790491403468
7,11,0.39,0.92167,0.41,0.846241,0.59,0.112013,0.61,0.075346,0.39574580068673854,0.5965524858864919,0.20080668519975337
7,12,0.41,0.904903,0.43,0.8354,0.59,0.134509,0.61,0.0992908,0.4114108743507474,0.6095972536926929,0.1981863793419455
7,13,0.43,0.902071,0.45,0.844817,0.61,0.137766,0.63,0.0883392,0.4307234429035526,0.6252815881262797,0.19455814522272707
7,14,0.43,0.949056,0.45,0.895652,0.63,0.128963,0.65,0.0874605,0.44837165755374125,0.6439572314920788,0.1955855739383376
7,15,0.45,0.942046,0.47,0.889082,0.65,0.115847,0.67,0.0820779,0.4658771996072804,0.6593855033151609,0.19350830370788047
7,16,0.47,0.921522,0.49,0.867913,0.67,0.108937,0.69,0.0871153,0.47802924882016073,0.6781909292126646,0.20016168039250382
7,17,0.49,0.924869,0.51,0.873365,0.69,0.117711,0.71,0.0902851,0.4996571140105623,0.702915528752019,0.20325841474145673
7,18,0.51,0.916101,0.53,0.850729,0.71,0.117005,0.73,0.0770801,0.5149259621856452,0.7185184934714927,0.20359253128584742
7,19,0.53,0.901826,0.55,0.855689,0.73,0.108879,0.75,0.0782748,0.530791555584455,0.7358024715561916,0.2050109159717366
7,20,0.55,0.906587,0.57,0.84271,0.73,0.13971,0.75,0.0984293,0.5520624011772626,0.749239014842287,0.19717661366502448
7,21,0.55,0.942433,0.57,0.893717,0.75,0.140052,0.77,0.0970976,0.567420559980294,0.768648613413294,0.2012280534330001
7,22,0.59,0.902273,0.61,0.845509,0.77,0.120297,0.79,0.0815098,0.5908008596998097,0.7804658237769161,0.18966496407710642
7,23,0.61,0.901136,0.63,0.829787,0.79,0.113434,0.81,0.0783386,0.6103184347362962,0.797655704166358,0.1873372694300618
7,24,0.61,0.930298,0.63,0.882857,0.81,0.117163,0.83,0.0910984,0.6227729179401783,0.8231695863354895,0.20039666839531123
7,25,0.63,0.927149,0.65,0.883095,0.83,0.105207,0.85,0.0819838,0.6423253280065374,0.8344843087946536,0.19215898078811622
7,26,0.65,0.927596,0.67,0.879382,0.85,0.124339,0.87,0.0774359,0.6614472974654665,0.860378418484066,0.19893112101859955
7,27,0.67,0.922902,0.69,0.871825,0.85,0.153968,0.87,0.0984648,0.6789676370969321,0.8694468066706064,0.19047916957367428
7,28,0.69,0.90673,0.71,0.864881,0.89,0.101112,0.91,0.0720954,0.6932163253602236,0.8907664578206957,0.19755013246047215
8,1,0.21,0.941748,0.23,0.896015,0.41,0.134204,0.43,0.093702,0.2282572759276671,0.42689003012196924,0.19863275419430215
8,2,0.25,0.902233,0.27,0.81064,0.43,0.128245,0.45,0.0692817,0.25048759184653846,0.439580535689149,0.18909294384261055
