Number,GROWTH,MUTLIPLIER,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
13,6.5,0.95,9,0.470513,10,0.517504,9.627503139,25,0.476156,26,0.565,25.26838053,16,15.64087739
14,6.5,0.95,11,0.492075,12,0.588183,11.08245932,26,0.459701,27,0.537866,26.51556323,15,15.43310392
15,6.5,0.95,11,0.486196,12,0.617412,11.10520059,28,0.489011,29,0.612263,28.0891588,17,16.98395821
16,6.5,0.95,13,0.486467,14,0.618287,13.10266272,26,0.452872,27,0.569355,26.40459123,13,13.30192851
17,6.5,0.95,11,0.481395,12,0.542017,11.30690178,26,0.473288,27,0.520517,26.5655847,15,15.25868292
18,6.5,0.95,10,0.448113,11,0.568106,10.43241689,26,0.45275,27,0.5547,26.46346248,16,16.03104559
19,6.5,0.95,11,0.46027,12,0.581295,11.32827928,24,0.365358,25,0.5,25,13,13.67172072
0,6.5,1,10,0.401876,11,0.501513,10.98481488,25,0.480742,26,0.602773,25.15781236,15,14.17299748
1,6.5,1,10,0.463995,11,0.542071,10.46115324,24,0.440146,25,0.538772,24.60687851,14,14.14572528
2,6.5,1,11,0.469274,12,0.547585,11.39235867,26,0.494784,27,0.611278,26.04477484,15,14.65241617
3,6.5,1,11,0.470313,12,0.54876,11.37843385,26,0.467168,27,0.564815,26.33623153,15,14.95779768
4,6.5,1,10,0.466814,11,0.505282,10.86269107,26,0.456921,27,0.540299,26.51667106,16,15.65398
5,6.5,1,10,0.420054,11,0.520028,10.79966791,25,0.475291,26,0.639831,25.15017017,15,14.35050226
6,6.5,1,10,0.459422,11,0.570884,10.36405232,25,0.466618,26,0.522046,25.60225879,15,15.23820646
7,6.5,1,11,0.496106,12,0.607026,11.03510638,23,0.458115,24,0.542296,23.49755883,12,12.46245245
8,6.5,1,10,0.451117,11,0.551491,10.48700859,23,0.395543,24,0.515528,23.87058382,13,13.38357524
9,6.5,1,9,0.397401,10,0.503731,9.964911126,24,0.44051,25,0.571429,24.4544031,15,14.48949198
10,6.5,1,11,0.452113,12,0.556485,11.45881079,24,0.472857,25,0.585219,24.24156743,13,12.78275664
11,6.5,1,10,0.460905,11,0.544515,10.46758761,24,0.496556,25,0.609457,24.0305046,14,13.56291699
12,6.5,1,10,0.421594,11,0.515985,10.83065123,24,0.407407,25,0.51745,24.84142562,14,14.0107744
13,6.5,1,10,0.409892,11,0.536161,10.71361934,26,0.407526,27,0.517287,26.84250326,16,16.12888392
14,6.5,1,10,0.424823,11,0.502259,10.97082752,25,0.488048,26,0.571192,25.1437506,15,14.17292308
15,6.5,1,9,0.389578,10,0.502092,9.981406758,24,0.451266,25,0.607971,24.31099199,15,14.32958523
16,6.5,1,10,0.407478,11,0.511773,10.88711827,24,0.480263,25,0.575397,24.20746526,14,13.32034699
17,6.5,1,10,0.474796,11,0.507825,10.76308698,25,0.465763,26,0.58867,25.27856021,15,14.51547323
18,6.5,1,11,0.476762,12,0.593648,11.1988091,26,0.471306,27,0.587692,26.24654168,15,15.04773258
19,6.5,1,10,0.414952,11,0.542683,10.6658368,25,0.421409,26,0.554905,25.58871427,15,14.92287747
0,7,0.5,15,0.494828,16,0.55431,15.08695067,33,0.458453,34,0.504532,33.90164717,18,18.8146965
1,7,0.5,14,0.490598,15,0.568598,14.12053846,31,0.486133,32,0.615789,31.10695224,17,16.98641378
2,7,0.5,14,0.449198,15,0.525899,14.66233817,37,0.468454,38,0.546064,37.40646824,23,22.74413007
3,7,0.5,15,0.485531,16,0.569963,15.17136868,37,0.481086,38,0.575207,37.20095409,22,22.02958542
4,7,0.5,14,0.43994,15,0.508308,14.87848116,37,0.445494,38,0.502504,37.95607788,23,23.07759672
5,7,0.5,14,0.435,15,0.512319,14.84067306,33,0.438053,34,0.554383,33.53251096,19,18.6918379
6,7,0.5,14,0.418367,15,0.520358,14.80039415,34,0.446738,35,0.530498,34.63588825,20,19.8354941
7,7,0.5,14,0.411631,15,0.501524,14.98304651,34,0.489362,35,0.592934,34.10271116,20,19.11966465
8,7,0.5,12,0.408511,13,0.502294,12.97553928,36,0.465164,37,0.574713,36.31799469,24,23.34245541
9,7,0.5,15,0.421659,16,0.514263,15.84597858,35,0.433793,36,0.528287,35.70064766,20,19.85466908
10,7,0.5,15,0.462219,16,0.51431,15.72528844,35,0.448485,36,0.534454,35.59922763,20,19.87393919
11,7,0.5,15,0.48908,16,0.566914,15.14029858,38,0.447405,39,0.571205,38.42483845,23,23.28453986
12,7,0.5,16,0.489779,17,0.576661,16.11764232,35,0.495125,36,0.542241,35.10346804,19,18.98582572
13,7,0.5,14,0.421695,15,0.507983,14.90748424,35,0.462319,36,0.51719,35.68671976,21,20.77923552
14,7,0.5,16,0.492823,17,0.548295,16.12938059,39,0.48534,40,0.56383,39.18677539,23,23.0573948
15,7,0.5,14,0.462432,15,0.581555,14.31537151,34,0.41791,35,0.504132,34.9520772,20,20.63670569
16,7,0.5,14,0.445215,15,0.511348,14.82840639,36,0.42813,37,0.532609,36.68788943,22,21.85948304
17,7,0.5,13,0.461268,14,0.525692,13.60120452,36,0.452778,37,0.522544,36.67686266,23,23.07565814
18,7,0.5,14,0.475369,15,0.598847,14.19947683,34,0.438953,35,0.521505,34.73949753,20,20.5400207
19,7,0.5,13,0.468085,14,0.520833,13.60504664,35,0.486509,36,0.603306,35.1155081,22,21.51046147
0,7,0.55,14,0.443163,15,0.536029,14.61203239,33,0.484649,34,0.543689,33.26001016,19,18.64797777
1,7,0.55,15,0.491892,16,0.588853,15.08362125,33,0.48,34,0.531931,33.38512642,18,18.30150517
2,7,0.55,14,0.468847,15,0.556748,14.35441007,32,0.425676,33,0.544426,32.62588632,18,18.27147624
3,7,0.55,16,0.467928,17,0.581848,16.2815309,36,0.486627,37,0.565217,36.1701616,20,19.8886307
4,7,0.55,14,0.440512,15,0.555723,14.51633959,33,0.475,34,0.521845,33.53367489,19,19.0173353
5,7,0.55,13,0.403785,14,0.517516,13.84598746,34,0.463181,35,0.531734,34.53708809,21,20.69110063
6,7,0.55,14,0.426241,15,0.51325,14.8477169,34,0.495356,35,0.583333,34.05278652,20,19.20506962
7,7,0.55,15,0.496063,16,0.523636,15.14278461,36,0.4375,37,0.508929,36.87499475,21,21.73221014
8,7,0.55,14,0.435345,15,0.513445,14.82784891,33,0.436246,34,0.514787,33.81172891,19,18.98387999
9,7,0.55,14,0.44898,15,0.532233,14.61283077,34,0.478972,35,0.567515,34.23748913,20,19.62465836
10,7,0.55,14,0.471698,15,0.569828,14.28841333,34,0.48843,35,0.544167,34.20758204,20,19.91916871
11,7,0.55,13,0.448251,14,0.524229,13.68110506,35,0.456164,36,0.555085,35.4431415,22,21.76203644
12,7,0.55,15,0.457724,16,0.56036,15.41190226,34,0.478784,35,0.599844,34.17525194,19,18.76334968
13,7,0.55,12,0.405634,13,0.525487,12.78734783,33,0.439306,34,0.563452,33.48889211,21,20.70154428
14,7,0.55,14,0.452163,15,0.525463,14.65261937,33,0.47006,34,0.567647,33.30680316,19,18.65418379
15,7,0.55,14,0.485782,15,0.545872,14.23661175,37,0.498217,38,0.555366,37.03119915,23,22.7945874
16,7,0.55,13,0.458079,14,0.500804,13.98118198,32,0.425735,33,0.51022,32.87903178,19,18.8978498
17,7,0.55,14,0.494828,15,0.533557,14.13354334,34,0.441524,35,0.502809,34.95416497,20,20.82062163
18,7,0.55,15,0.438378,16,0.521452,15.7417724,33,0.494624,34,0.53,33.15196744,18,17.41019504
19,7,0.55,14,0.488514,15,0.562086,14.15611918,34,0.484672,35,0.597315,34.13607592,20,19.97995675
0,7,0.6,13,0.480946,14,0.574603,13.20344448,34,0.494784,35,0.557726,34.08286994,21,20.87942546
1,7,0.6,13,0.436992,14,0.501706,13.97363785,32,0.461353,33,0.536184,32.51645708,19,18.54281923
2,7,0.6,14,0.481698,15,0.563056,14.22495637,36,0.492126,37,0.545539,36.1474173,22,21.92246093
3,7,0.6,14,0.440457,15,0.542398,14.58409276,34,0.456587,35,0.564263,34.40318177,20,19.81908901
4,7,0.6,14,0.477586,15,0.510618,14.67855413,30,0.424847,31,0.50858,30.89753144,16,16.21897731
5,7,0.6,13,0.436963,14,0.506829,13.90225575,31,0.40922,32,0.520958,31.81243623,18,17.91018049
6,7,0.6,13,0.454619,14,0.533333,13.57653022,32,0.478673,33,0.504983,32.81060433,19,19.23407411
7,7,0.6,13,0.492021,14,0.543514,13.1549531,32,0.445378,33,0.502165,32.96187508,19,19.80692198
8,7,0.6,13,0.458564,14,0.539625,13.5111706,35,0.428788,36,0.53028,35.70165136,22,22.19048076
9,7,0.6,13,0.463108,14,0.562604,13.37078878,32,0.439082,33,0.526144,32.69970825,19,19.32891948
10,7,0.6,13,0.484281,14,0.559596,13.20871008,30,0.440897,31,0.529455,30.66739312,17,17.45868304
11,7,0.6,14,0.447328,15,0.523495,14.69153308,31,0.479286,32,0.534864,31.37270143,17,16.68116835
12,7,0.6,13,0.433099,14,0.502941,13.95789067,34,0.435964,35,0.51497,34.81052072,21,20.85263005
13,7,0.6,14,0.434907,15,0.53481,14.65156202,35,0.431333,36,0.5,36,21,21.34843798
14,7,0.6,14,0.493662,15,0.559167,14.09675597,33,0.418622,34,0.510989,33.88102894,19,19.78427297
15,7,0.6,14,0.477601,15,0.598284,14.18560195,30,0.436029,31,0.512327,30.83843613,16,16.65283418
16,7,0.6,13,0.396552,14,0.5,14,33,0.46259,34,0.507788,33.82769149,20,19.82769149
17,7,0.6,13,0.473525,14,0.578506,13.25218849,32,0.475034,33,0.600437,32.19908615,19,18.94689766
18,7,0.6,13,0.439024,14,0.517164,13.78034297,31,0.445455,32,0.533497,31.61953386,18,17.83919088
19,7,0.6,14,0.493902,15,0.531447,14.16241843,34,0.463768,35,0.517825,34.67025547,20,20.50783704
0,7,0.65,13,0.45625,14,0.548282,13.47537813,31,0.458153,32,0.530683,31.57696126,18,18.10158313
1,7,0.65,12,0.420732,13,0.519969,12.79877465,30,0.451747,31,0.507143,30.87105567,18,18.07228102
2,7,0.65,12,0.47793,13,0.530583,12.4191594,33,0.494374,34,0.565079,33.07957004,21,20.66041064
3,7,0.65,12,0.495739,13,0.53202,12.11744439,35,0.482143,36,0.519737,35.47499601,23,23.35755162
4,7,0.65,13,0.467026,14,0.501686,13.95135603,31,0.483422,32,0.574313,31.1823943,18,17.23103827
5,7,0.65,12,0.443978,13,0.504854,12.92026414,28,0.440633,29,0.537563,28.61247292,16,15.69220878
6,7,0.65,12,0.446809,13,0.547138,12.53016575,31,0.451861,32,0.525081,31.65745698,19,19.12729122
7,7,0.65,11,0.424138,12,0.520119,11.7903856,31,0.434811,32,0.510622,31.85988841,20,20.06950281
8,7,0.65,14,0.457227,15,0.524712,14.63381492,31,0.457047,32,0.569919,31.38054611,17,16.74673118
9,7,0.65,13,0.451847,14,0.545802,13.51251131,31,0.416069,32,0.500842,31.99006759,18,18.47755628
10,7,0.65,14,0.446657,15,0.52226,14.70556724,31,0.462636,32,0.516103,31.69882357,17,16.99325633
11,7,0.65,12,0.464761,13,0.528409,12.55365447,31,0.495994,32,0.568306,31.05539883,19,18.50174435
12,7,0.65,13,0.477431,14,0.531707,13.41581915,30,0.441497,31,0.536866,30.61343833,17,17.19761918
13,7,0.65,13,0.429104,14,0.510989,13.8657996,34,0.4,35,0.50219,34.97856933,21,21.11276973
14,7,0.65,13,0.476115,14,0.500883,13.96434916,33,0.459344,34,0.581772,33.3320809,20,19.36773174
15,7,0.65,14,0.459689,15,0.520033,14.66802002,32,0.479814,33,0.528253,32.41673032,18,17.7487103
16,7,0.65,14,0.473035,15,0.558673,14.3148719,31,0.463087,32,0.531194,31.54198541,17,17.2271135
17,7,0.65,14,0.492347,15,0.550467,14.13167584,31,0.448598,32,0.543948,31.53908757,17,17.40741173
18,7,0.65,12,0.432953,13,0.520368,12.76699651,31,0.477794,32,0.57003,31.24075198,19,18.47375547
19,7,0.65,14,0.472833,15,0.5536,14.33636262,33,0.493613,34,0.532359,33.16484282,19,18.8284802
0,7,0.7,13,0.476346,14,0.589767,13.20855044,33,0.498314,34,0.581502,33.02026735,20,19.8117169
1,7,0.7,13,0.424677,14,0.509687,13.8860487,28,0.436875,29,0.521807,28.74324165,15,14.85719295
2,7,0.7,12,0.458955,13,0.55137,12.44413786,27,0.466332,28,0.58778,27.27722153,15,14.83308367
3,7,0.7,14,0.486334,15,0.633672,14.09275272,29,0.423333,30,0.566929,29.53390763,15,15.44115491
4,7,0.7,12,0.444186,13,0.531208,12.64137804,30,0.465654,31,0.525253,30.57628484,18,17.93490679
5,7,0.7,12,0.458824,13,0.551301,12.44525666,31,0.487201,32,0.582888,31.13375903,19,18.68850237
6,7,0.7,14,0.472085,15,0.558608,14.32263098,30,0.456998,31,0.510969,30.79676122,16,16.47413025
7,7,0.7,12,0.427236,13,0.531202,12.69988265,31,0.480408,32,0.55414,31.26571909,19,18.56583644
8,7,0.7,11,0.433687,12,0.559384,11.52756231,30,0.471756,31,0.515284,30.64886969,19,19.12130738
9,7,0.7,12,0.492868,13,0.592257,12.07175844,31,0.490783,32,0.598884,31.08526286,19,19.01350441
10,7,0.7,12,0.499206,13,0.587354,12.00900758,29,0.467407,30,0.567844,29.32451188,17,17.3155043
11,7,0.7,11,0.460797,12,0.509151,11.81074989,30,0.468116,31,0.530864,30.50812775,19,18.69737786
12,7,0.7,12,0.377809,13,0.503634,12.97111862,29,0.466808,30,0.553159,29.38438466,17,16.41326605
13,7,0.7,13,0.481221,14,0.559613,13.23955251,30,0.426966,31,0.528932,30.71625836,17,17.47670586
14,7,0.7,12,0.462051,13,0.547078,12.44631705,32,0.474227,33,0.573684,32.25913711,20,19.81282006
15,7,0.7,13,0.473607,14,0.54213,13.38516994,32,0.473054,33,0.574257,32.26625693,19,18.88108699
16,7,0.7,12,0.441133,13,0.530347,12.65984038,31,0.468796,32,0.546751,31.40028221,19,18.74044183
17,7,0.7,12,0.476761,13,0.536834,12.386846,29,0.432716,30,0.525954,29.7216371,17,17.3347911
18,7,0.7,12,0.485821,13,0.607926,12.11612137,31,0.486544,32,0.539898,31.25220227,19,19.1360809
19,7,0.7,13,0.464225,14,0.573609,13.3270588,29,0.47973,30,0.525424,29.4436031,16,16.1165443
0,7,0.75,12,0.450359,13,0.50229,12.95590303,30,0.49221,31,0.549488,30.13600335,18,17.18010033
1,7,0.75,12,0.475628,13,0.563084,12.27867728,28,0.448454,29,0.533824,28.60379524,16,16.32511797
2,7,0.75,11,0.423462,12,0.52027,11.79061648,28,0.435173,29,0.541609,28.60907024,17,16.81845376
3,7,0.75,12,0.491215,13,0.575617,12.10408521,29,0.373989,30,0.504615,29.96467013,17,17.86058492
4,7,0.75,13,0.426747,14,0.533282,13.68759563,32,0.453704,33,0.5288,32.61649089,19,18.92889527
5,7,0.75,11,0.440426,12,0.525072,11.70380172,27,0.484012,28,0.602431,27.13501212,16,15.4312104
6,7,0.75,12,0.406069,13,0.533898,12.73481761,30,0.455484,31,0.558915,30.43039321,18,17.6955756
7,7,0.75,11,0.401932,12,0.51223,11.88911857,30,0.423077,31,0.520801,30.78714543,19,18.89802686
8,7,0.75,12,0.473475,13,0.557122,12.31710641,29,0.432745,30,0.519199,29.77792815,17,17.46082174
9,7,0.75,12,0.447183,13,0.548589,12.52084689,27,0.458515,28,0.534429,27.54647364,15,15.02562675
10,7,0.75,12,0.452843,13,0.54451,12.51443813,29,0.476529,30,0.563683,29.26930491,17,16.75486678
11,7,0.75,13,0.457627,14,0.540747,13.50978104,28,0.424095,29,0.511006,28.87336471,15,15.36358367
12,7,0.75,12,0.44902,13,0.518629,12.73237656,29,0.417781,30,0.505797,29.93413698,17,17.20176041
13,7,0.75,12,0.477335,13,0.598651,12.18682614,30,0.471154,31,0.5808,30.26308301,18,18.07625687
14,7,0.75,12,0.396795,13,0.504781,12.95572574,29,0.432561,30,0.527216,29.71247161,17,16.75674587
15,7,0.75,13,0.482622,14,0.544872,13.27916466,29,0.470073,30,0.607209,29.21822862,16,15.93906396
16,7,0.75,11,0.411598,12,0.5,12,27,0.442897,28,0.52709,27.67823928,16,15.67823928
17,7,0.75,13,0.423018,14,0.52346,13.76643237,28,0.453901,29,0.518303,28.71580075,15,14.94936838
18,7,0.75,11,0.428666,12,0.515249,11.82387998,25,0.416076,26,0.500714,25.99156407,14,14.1676841
19,7,0.75,12,0.457781,13,0.513201,12.76180079,29,0.412005,30,0.50311,29.96586356,17,17.20406277
0,7,0.8,12,0.474125,13,0.59157,12.22031589,29,0.476027,30,0.586645,29.2167188,17,16.99640291
1,7,0.8,11,0.431498,12,0.505979,11.91972449,29,0.416447,30,0.5059,29.93404358,18,18.01431908
2,7,0.8,11,0.405995,12,0.508644,11.9157907,29,0.489796,30,0.519784,29.34026944,18,17.42447874
3,7,0.8,12,0.476763,13,0.5725,12.24271703,28,0.457283,29,0.538951,28.52305677,16,16.28033974
4,7,0.8,11,0.47823,12,0.537217,11.36906437,26,0.407385,27,0.504654,26.95215331,15,15.58308894
5,7,0.8,11,0.420253,12,0.512676,11.86284799,27,0.410912,28,0.516715,27.84201771,16,15.97916972
6,7,0.8,12,0.485063,13,0.572785,12.17027656,25,0.410323,26,0.517361,25.83780527,13,13.66752871
7,7,0.8,12,0.419737,13,0.509836,12.8908312,29,0.48595,30,0.563478,29.18122485,17,16.29039365
8,7,0.8,10,0.436353,11,0.510669,10.85643738,30,0.478906,31,0.608507,30.16276109,20,19.30632371
9,7,0.8,11,0.443149,12,0.535766,11.61382899,30,0.469173,31,0.520251,30.60352794,19,18.98969894
10,7,0.8,12,0.441094,13,0.506359,12.90256646,29,0.473485,30,0.583471,29.24107614,17,16.33850968
11,7,0.8,12,0.452273,13,0.551483,12.48107046,26,0.421986,27,0.542332,26.64824755,14,14.1671771
12,7,0.8,12,0.43209,13,0.555007,12.55248664,29,0.478663,30,0.517742,29.54599657,17,16.99350993
13,7,0.8,12,0.422272,13,0.526232,12.74767218,29,0.452693,30,0.523592,29.66724495,17,16.91957277
14,7,0.8,12,0.494497,13,0.601786,12.05129137,26,0.465734,27,0.540441,26.45867188,14,14.40738051
15,7,0.8,11,0.41342,12,0.501508,11.98288076,27,0.459405,28,0.543689,27.48164539,16,15.49876463
16,7,0.8,12,0.452143,13,0.521497,12.69003951,31,0.489466,32,0.579734,31.11669695,19,18.42665744
17,7,0.8,11,0.458971,12,0.523659,11.63425983,28,0.494012,29,0.586325,28.06486627,17,16.43060644
18,7,0.8,12,0.47516,13,0.520428,12.548732,29,0.463839,30,0.548583,29.42670868,17,16.87797668
19,7,0.8,12,0.421156,13,0.512887,12.85951314,27,0.447025,28,0.513465,27.79733594,15,14.9378228
0,7,0.85,11,0.463181,12,0.536491,11.50223708,27,0.475989,28,0.588023,27.21431887,16,15.71208179
1,7,0.85,11,0.470745,12,0.585219,11.25556021,25,0.462162,26,0.553599,25.41381498,14,14.15825476
2,7,0.85,13,0.483819,14,0.522163,13.42199562,29,0.478667,30,0.567323,29.24062669,16,15.81863107
3,7,0.85,11,0.458211,12,0.525217,11.62366057,26,0.493548,27,0.538188,26.14453405,15,14.52087348
4,7,0.85,11,0.477933,12,0.564732,11.25423104,27,0.486799,28,0.559231,27.1822537,16,15.92802266
5,7,0.85,11,0.437421,12,0.508475,11.88072452,28,0.4573,29,0.535596,28.5453663,17,16.66464178
6,7,0.85,12,0.452684,13,0.589228,12.34652566,27,0.390724,28,0.56484,27.62760459,15,15.28107892
7,7,0.85,12,0.482092,13,0.507849,12.69526731,30,0.475464,31,0.605426,30.18879365,18,17.49352634
8,7,0.85,11,0.47839,12,0.555643,11.27973024,26,0.440998,27,0.511943,26.83165833,15,15.55192809
9,7,0.85,11,0.410029,12,0.508029,11.91807143,27,0.487752,28,0.5664,27.15573187,16,15.23766044
10,7,0.85,11,0.438937,12,0.513029,11.82415106,28,0.475,29,0.585735,28.22576421,17,16.40161316
11,7,0.85,11,0.432203,12,0.510606,11.86472456,27,0.445682,28,0.519531,27.7355279,16,15.87080334
12,7,0.85,11,0.470403,12,0.541074,11.41879979,29,0.454685,30,0.540984,29.52509299,18,18.1062932
13,7,0.85,12,0.442587,13,0.521538,12.72719788,28,0.464953,29,0.536116,28.49248907,16,15.76529119
14,7,0.85,10,0.441106,11,0.506173,10.90512856,24,0.479294,25,0.565925,24.23901375,14,13.33388519
15,7,0.85,11,0.493075,12,0.574957,11.08457292,28,0.455204,29,0.551829,28.46360673,17,17.37903381
16,7,0.85,12,0.489329,13,0.57404,12.12596947,27,0.463203,28,0.58402,27.30456807,15,15.17859859
17,7,0.85,11,0.446043,12,0.529141,11.64931767,28,0.436817,29,0.514535,28.81297769,17,17.16366002
18,7,0.85,11,0.451553,12,0.516405,11.74703941,28,0.447333,29,0.575149,28.41205326,17,16.66501385
19,7,0.85,11,0.479757,12,0.571661,11.22026245,28,0.474965,29,0.531963,28.43922594,17,17.21896349
0,7,0.9,12,0.466054,13,0.575333,12.31063608,28,0.444203,29,0.559117,28.48555441,16,16.17491834
1,7,0.9,11,0.469444,12,0.552133,11.3695292,27,0.439942,28,0.511724,27.83667215,16,16.46714295
2,7,0.9,12,0.488148,13,0.558292,12.1689667,27,0.446174,28,0.509181,27.85428603,15,15.68531933
3,7,0.9,11,0.489274,12,0.60271,11.09455552,27,0.462725,28,0.578341,27.32240347,16,16.22784795
4,7,0.9,11,0.451442,12,0.53888,11.55534207,26,0.441138,27,0.540801,26.59061036,15,15.03526829
5,7,0.9,12,0.470423,13,0.594637,12.23811326,27,0.458449,28,0.546407,27.47239592,15,15.23428266
6,7,0.9,11,0.46238,12,0.560122,11.38489084,25,0.412955,26,0.537263,25.70023651,14,14.31534567
7,7,0.9,11,0.446667,12,0.539746,11.57298639,28,0.492151,29,0.549729,28.13631943,17,16.56333304
8,7,0.9,12,0.49613,13,0.587031,12.04257379,27,0.467524,28,0.56793,27.32344681,15,15.28087302
9,7,0.9,11,0.45574,12,0.517216,11.71995576,28,0.485353,29,0.602428,28.12510784,17,16.40515208
10,7,0.9,11,0.491111,12,0.569106,11.11396884,26,0.466799,27,0.530166,26.5239478,15,15.40997895
11,7,0.9,12,0.482847,13,0.53254,12.3451794,29,0.481259,30,0.59635,29.16283636,17,16.81765696
12,7,0.9,11,0.485362,12,0.586124,11.14527302,27,0.462552,28,0.576923,27.32742566,16,16.18215264
13,7,0.9,10,0.385093,11,0.511662,10.90786053,26,0.433566,27,0.534073,26.66098879,16,15.75312825
14,7,0.9,11,0.474771,12,0.583721,11.23156494,25,0.429435,26,0.5218,25.76397986,14,14.53241492
15,7,0.9,12,0.459612,13,0.601036,12.28558095,28,0.468707,29,0.562787,28.33262117,16,16.04704023
16,7,0.9,11,0.428279,12,0.523878,11.75022751,27,0.48368,28,0.548822,27.25052961,16,15.5003021
17,7,0.9,11,0.469888,12,0.565282,11.31565927,26,0.470461,27,0.535101,26.4569771,15,15.14131784
18,7,0.9,10,0.49863,11,0.632353,10.01024506,25,0.473433,26,0.613162,25.19013233,15,15.17988727
19,7,0.9,10,0.393377,11,0.504478,10.95969433,28,0.487637,29,0.616,28.0963128,18,17.13661847
0,7,0.95,11,0.492284,12,0.580824,11.08714705,25,0.447291,26,0.590136,25.36899436,14,14.28184731
1,7,0.95,10,0.445291,11,0.538354,10.58787058,26,0.449523,27,0.575,26.4022809,16,15.81441031
2,7,0.95,9,0.421894,10,0.511111,9.875460955,26,0.49865,27,0.563391,26.02085232,17,16.14539136
3,7,0.95,11,0.435185,12,0.538743,11.62588115,26,0.411352,27,0.516229,26.84525682,15,15.21937568
4,7,0.95,10,0.447263,11,0.524242,10.68508294,25,0.413043,26,0.5264,25.76710746,15,15.08202451
5,7,0.95,11,0.423023,12,0.579627,11.49153917,27,0.494713,28,0.634677,27.037774,16,15.54623483
6,7,0.95,10,0.442577,11,0.568462,10.45615443,23,0.392269,24,0.516438,23.86761591,13,13.41146148
7,7,0.95,10,0.388021,11,0.502911,10.97466272,25,0.437817,26,0.532369,25.65765928,15,14.68299656
8,7,0.95,11,0.478986,12,0.552189,11.28706474,26,0.494194,27,0.635135,26.04119454,15,14.7541298
9,7,0.95,12,0.461538,13,0.524167,12.61412445,28,0.464861,29,0.526187,28.57298699,16,15.95886254
10,7,0.95,10,0.442424,11,0.525081,10.69656532,24,0.449265,25,0.551481,24.49635086,14,13.79978554
11,7,0.95,11,0.494898,12,0.561694,11.07638182,26,0.476891,27,0.568524,26.2521908,15,15.17580899
12,7,0.95,12,0.428571,13,0.516077,12.81627546,26,0.408072,27,0.54419,26.67535521,14,13.85907975
13,7,0.95,12,0.485577,13,0.573657,12.16374886,25,0.435247,26,0.525862,25.71459471,13,13.55084585
14,7,0.95,10,0.441176,11,0.533095,10.63995474,25,0.435915,26,0.534146,25.65239079,15,15.01243605
15,7,0.95,12,0.455904,13,0.540098,12.52374278,26,0.418994,27,0.534783,26.69960013,14,14.17585735
16,7,0.95,9,0.453532,10,0.568741,9.403336545,24,0.404605,25,0.505618,24.9443834,15,15.54104685
17,7,0.95,10,0.465909,11,0.563622,10.34888909,25,0.461048,26,0.531847,25.55017726,15,15.20128817
18,7,0.95,10,0.470451,11,0.553161,10.35726031,21,0.422274,22,0.533974,21.69584602,11,11.33858571
19,7,0.95,10,0.443925,11,0.540847,10.57855802,24,0.427389,25,0.510669,24.87189001,14,14.29333199
0,7,1,10,0.425758,11,0.524409,10.7525722,23,0.399405,24,0.508734,23.92011269,13,13.16754049
1,7,1,11,0.46908,12,0.558574,11.34549802,24,0.413155,25,0.522427,24.79475987,13,13.44926184
2,7,1,10,0.489884,11,0.594136,10.09703411,23,0.454545,24,0.570685,23.39138109,13,13.29434698
3,7,1,10,0.383544,11,0.518495,10.86295026,24,0.445501,25,0.534407,24.61299575,14,13.75004549
4,7,1,10,0.461696,11,0.557745,10.39879645,25,0.44239,26,0.539352,25.59415029,15,15.19535384
5,7,1,10,0.382667,11,0.514347,10.89104648,25,0.496068,26,0.583969,25.04473214,15,14.15368567
6,7,1,10,0.452869,11,0.553597,10.46790366,24,0.422652,25,0.517147,24.81854066,14,14.350637
7,7,1,10,0.463939,11,0.5558,10.3925605,24,0.416332,25,0.521292,24.79714177,14,14.40458127
8,7,1,10,0.453793,11,0.514158,10.76546012,24,0.499203,25,0.633065,24.00595389,14,13.24049378
9,7,1,11,0.49711,12,0.5968,11.02898987,24,0.46005,25,0.536697,24.52122066,13,13.49223079
10,7,1,10,0.423752,11,0.542754,10.64072873,25,0.499257,26,0.561321,25.01197151,15,14.37124279
11,7,1,11,0.460362,12,0.524702,11.61607087,24,0.457995,25,0.548387,24.4646982,13,12.84862733
12,7,1,10,0.424442,11,0.536538,10.67404725,25,0.490427,26,0.590523,25.09563819,15,14.42159094
13,7,1,10,0.412088,11,0.51374,10.86483296,25,0.459589,26,0.551555,25.43941239,15,14.57457943
14,7,1,10,0.463209,11,0.556942,10.39250851,23,0.462329,24,0.547278,23.44345431,13,13.0509458
15,7,1,10,0.392269,11,0.502128,10.98062972,24,0.432193,25,0.557229,24.54229982,14,13.5616701
16,7,1,10,0.474856,11,0.539088,10.39145597,27,0.442671,28,0.531981,27.6419102,17,17.25045423
17,7,1,11,0.446545,12,0.535714,11.59947964,26,0.487282,27,0.593607,26.11961439,15,14.52013475
18,7,1,11,0.496263,12,0.54213,11.0814747,25,0.372825,26,0.510899,25.92106407,14,14.83958937
19,7,1,10,0.48886,11,0.592407,10.107584,25,0.475842,26,0.548214,25.33380313,15,15.22621913
0,7.5,0.5,15,0.450072,16,0.513274,15.789975,34,0.439828,35,0.529908,34.66798401,19,18.87800901
