Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
4,0.5,0.4,6,0.831522,7,0.776058,6.568332612,25,0.82449,26,0.771429,25.46154426,19,18.89321165
5,0.5,0.4,5,0.857576,6,0.780318,5.745243211,24,0.850905,25,0.783957,24.76036625,19,19.01512304
6,0.5,0.4,5,0.826625,6,0.759049,5.394000829,24,0.836816,25,0.793213,24.84434557,19,19.45034474
7,0.5,0.4,5,0.809979,6,0.762437,5.209898616,26,0.853448,27,0.775079,26.68200436,21,21.47210575
8,0.5,0.4,6,0.838895,7,0.797838,6.947341501,27,0.811282,28,0.787698,27.47837517,21,20.53103367
9,0.5,0.4,5,0.850746,6,0.764894,5.591086987,21,0.825332,22,0.721639,21.24429807,16,15.65321109
10,0.5,0.4,5,0.82922,6,0.788703,5.721178764,25,0.830721,26,0.782609,25.63853093,20,19.91735216
11,0.5,0.4,6,0.837945,7,0.7577,6.472864353,25,0.83027,26,0.797217,25.91580189,19,19.44293754
12,0.5,0.4,4,0.888889,5,0.785047,4.856002388,25,0.830131,26,0.776851,25.56552177,21,20.70951938
13,0.5,0.4,5,0.848775,6,0.787938,5.801732498,25,0.812317,26,0.733262,25.15580292,20,19.35407042
14,0.5,0.4,6,0.822016,7,0.731838,6.244139369,27,0.819129,28,0.754478,27.29588096,21,21.05174159
15,0.5,0.4,5,0.803141,6,0.753469,5.06323482,28,0.832517,29,0.769618,28.51697165,23,23.45373683
16,0.5,0.4,5,0.845238,6,0.771646,5.614713556,26,0.804025,27,0.720178,26.0480041,21,20.43329055
17,0.5,0.4,5,0.868056,6,0.790769,5.880562061,29,0.823411,30,0.757129,29.35320298,24,23.47264092
18,0.5,0.4,6,0.841321,7,0.758352,6.498029384,29,0.804902,30,0.754049,29.09639549,23,22.59836611
19,0.5,0.4,5,0.836345,6,0.747454,5.408871539,23,0.847849,24,0.784699,23.75770388,18,18.34883234
0,0.5,0.45,5,0.855533,6,0.786561,5.805152816,27,0.806043,28,0.761953,27.13706056,22,21.33190774
1,0.5,0.45,5,0.850895,6,0.797312,5.949834836,26,0.851149,27,0.785263,26.77632577,21,20.82649094
2,0.5,0.45,6,0.855638,7,0.787072,6.81145174,28,0.847689,29,0.799163,28.98275151,22,22.17129977
3,0.5,0.45,4,0.862687,5,0.778119,4.74126147,24,0.832054,25,0.768635,24.50543213,20,19.76417066
4,0.5,0.45,4,0.894539,5,0.795741,4.95689184,22,0.865405,23,0.796339,22.94699273,18,17.99010089
5,0.5,0.45,5,0.82906,6,0.77988,5.590890606,23,0.805584,24,0.731785,23.07566498,18,17.48477438
6,0.5,0.45,5,0.807877,6,0.779427,5.276871705,28,0.844467,29,0.776794,28.65708628,23,23.38021458
7,0.5,0.45,5,0.869521,6,0.796199,5.94816017,27,0.816887,28,0.78654,27.55646357,22,21.6083034
8,0.5,0.45,6,0.802761,7,0.721116,6.033817135,24,0.804233,25,0.741641,24.06762845,18,18.03381132
9,0.5,0.45,5,0.844262,6,0.774606,5.635437005,24,0.838742,25,0.791381,24.81801482,19,19.18257782
10,0.5,0.45,6,0.800389,7,0.664537,6.00286341,26,0.850669,27,0.769231,26.62217884,20,20.61931543
11,0.5,0.45,5,0.835851,6,0.762,5.485450434,24,0.860153,25,0.798597,24.97720775,19,19.49175731
12,0.5,0.45,5,0.83002,6,0.780514,5.606391145,25,0.815514,26,0.750282,25.23782806,20,19.63143692
13,0.5,0.45,6,0.829069,7,0.766431,6.464079313,26,0.822362,27,0.744209,26.28613105,20,19.82205174
14,0.5,0.45,5,0.847352,6,0.779919,5.702208118,24,0.841727,25,0.790407,24.81307482,19,19.11086671
15,0.5,0.45,6,0.854189,7,0.785227,6.785780575,27,0.828514,28,0.78355,27.63415177,21,20.84837119
16,0.5,0.45,5,0.868657,6,0.792453,5.900963204,28,0.803109,29,0.766041,28.08387288,23,22.18290968
17,0.5,0.45,5,0.833333,6,0.763131,5.474815532,26,0.825283,27,0.787554,26.67012113,21,21.19530559
18,0.5,0.45,5,0.837538,6,0.775938,5.609383117,25,0.839216,26,0.79251,25.83963516,20,20.23025205
19,0.5,0.45,5,0.856421,6,0.780127,5.739520801,30,0.822449,31,0.792833,30.75800243,25,25.01848163
0,0.5,0.5,5,0.838394,6,0.783728,5.702337833,28,0.805835,29,0.791889,28.41839954,23,22.71606171
1,0.5,0.5,5,0.83159,6,0.757705,5.427556338,22,0.826296,23,0.75,22.34465765,17,16.91710131
2,0.5,0.5,5,0.864783,6,0.797455,5.962199976,26,0.833333,27,0.777293,26.59480728,21,20.6326073
3,0.5,0.5,5,0.833162,6,0.790084,5.769812898,25,0.803427,26,0.746692,25.06040363,20,19.29059073
4,0.5,0.5,6,0.817328,7,0.746602,6.245001838,24,0.803462,25,0.770791,24.10596554,18,17.8609637
5,0.5,0.5,6,0.804632,7,0.712446,6.050246241,27,0.829087,28,0.769807,27.49067139,21,21.44042515
6,0.5,0.5,5,0.858644,6,0.795479,5.928425552,27,0.827586,28,0.772595,27.50164572,22,21.57322017
7,0.5,0.5,6,0.814422,7,0.759414,6.262180047,29,0.821503,30,0.766568,29.39142623,23,23.12924618
8,0.5,0.5,5,0.821542,6,0.755971,5.32852938,30,0.801494,31,0.760355,30.0363159,25,24.70778652
9,0.5,0.5,5,0.831804,6,0.778982,5.602097611,31,0.8286,32,0.766467,31.4603029,26,25.85820529
10,0.5,0.5,5,0.876923,6,0.794595,5.934347974,28,0.819637,29,0.754098,28.29962313,23,22.36527515
11,0.5,0.5,5,0.827236,6,0.782232,5.60519065,30,0.837356,31,0.790929,30.804618,25,25.19942735
12,0.5,0.5,5,0.852787,6,0.797009,5.946376708,22,0.809145,23,0.760045,22.18625255,17,16.23987584
13,0.5,0.5,6,0.807193,7,0.78564,6.333735443,23,0.836588,24,0.774737,23.59155066,17,17.25781522
14,0.5,0.5,5,0.810289,6,0.740355,5.147124432,25,0.841365,26,0.784127,25.72268423,20,20.5755598
15,0.5,0.5,5,0.83617,6,0.780693,5.651981902,29,0.803882,30,0.776739,29.1430203,24,23.4910384
16,0.5,0.5,6,0.807254,7,0.716162,6.079633777,24,0.811111,25,0.791405,24.56383842,18,18.48420465
17,0.5,0.5,7,0.804609,8,0.742344,7.074022324,28,0.816532,29,0.792181,28.67890436,21,21.60488203
18,0.5,0.5,6,0.811609,7,0.747241,6.180353592,28,0.803778,29,0.753813,28.07561293,22,21.89525934
19,0.5,0.5,6,0.865485,7,0.746785,6.55168492,24,0.810019,25,0.761194,24.20520225,18,17.65351733
0,0.5,0.55,5,0.863636,6,0.798638,5.979045509,25,0.809231,26,0.797495,25.78655419,20,19.80750868
1,0.5,0.55,5,0.855556,6,0.774332,5.683985029,29,0.821918,30,0.777547,29.49397129,24,23.80998626
2,0.5,0.55,5,0.854692,6,0.780172,5.733923779,26,0.818653,27,0.778002,26.4588571,21,20.72493332
3,0.5,0.55,6,0.832039,7,0.780905,6.626569406,36,0.801527,37,0.761388,36.0380428,30,29.4114734
4,0.5,0.55,5,0.829498,6,0.73287,5.305273834,26,0.802804,27,0.773333,26.09514438,21,20.78987055
5,0.5,0.55,6,0.809176,7,0.734561,6.122977953,27,0.836098,28,0.791489,27.8092089,21,21.68623095
6,0.5,0.55,6,0.822402,7,0.772481,6.448749023,26,0.815844,27,0.774747,26.38552692,20,19.9367779
7,0.5,0.55,5,0.804975,6,0.760981,5.113083602,28,0.801433,29,0.738911,28.02291993,23,22.90983633
8,0.5,0.55,5,0.848197,6,0.776596,5.673133057,31,0.841451,32,0.796559,31.92334937,26,26.25021632
9,0.5,0.55,5,0.859667,6,0.778004,5.730649131,27,0.809989,28,0.786818,27.43109922,22,21.70045009
10,0.5,0.55,6,0.819626,7,0.790445,6.672560913,26,0.80404,27,0.768916,26.11502107,20,19.44246016
11,0.5,0.55,6,0.817073,7,0.741834,6.226916892,28,0.822674,29,0.781186,28.54651948,22,22.31960258
12,0.5,0.55,6,0.816387,7,0.765849,6.324251059,33,0.827551,34,0.793668,33.81312162,27,27.48887057
