Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
4,0.5,0.25,35,0.475373,36,0.523551,35.51116692,144,0.497368,145,0.509756,144.2124637,109,108.7012968
5,0.5,0.25,32,0.486861,33,0.519543,32.40202558,148,0.475781,149,0.540833,148.3723022,116,115.9702766
6,0.5,0.25,34,0.458212,35,0.522171,34.65335606,145,0.448819,146,0.510769,145.8261663,111,111.1728102
7,0.5,0.25,28,0.45045,29,0.510538,28.82462388,136,0.494541,137,0.5,137,108,108.1753761
8,0.5,0.25,28,0.489938,29,0.523495,28.29984802,134,0.467778,135,0.500414,134.9873146,106,106.6874666
9,0.5,0.25,30,0.486821,31,0.554619,30.19438627,145,0.48986,146,0.528232,145.2642552,115,115.0698689
10,0.5,0.25,31,0.47561,32,0.509796,31.71344995,139,0.474522,140,0.524927,139.5054657,108,107.7920158
11,0.5,0.25,30,0.488601,31,0.508696,30.56725554,140,0.481013,141,0.525964,140.4223933,110,109.8551377
12,0.5,0.25,29,0.46751,30,0.505158,29.86299405,140,0.42903,141,0.501997,140.9726315,111,111.1096374
13,0.5,0.25,33,0.444363,34,0.50121,33.9787148,161,0.478807,162,0.511244,161.6533588,128,127.674644
14,0.5,0.25,33,0.482893,34,0.508901,33.65775915,151,0.490431,152,0.536525,151.2075975,118,117.5498384
15,0.5,0.25,29,0.473641,30,0.519475,29.57509709,142,0.470775,143,0.523399,142.555355,113,112.9802579
16,0.5,0.25,29,0.464809,30,0.501221,29.9664671,131,0.495363,132,0.541923,131.0995919,102,101.1331248
17,0.5,0.25,28,0.49812,29,0.558757,28.03100417,129,0.475543,130,0.537621,129.3939721,101,101.3629679
18,0.5,0.25,32,0.480711,33,0.523756,32.44811244,138,0.48241,139,0.510301,138.6306694,106,106.182557
19,0.5,0.25,29,0.477049,30,0.517971,29.56084747,136,0.494985,137,0.522547,136.1819534,107,106.6211059
0,0.5,0.3,33,0.498194,34,0.517551,33.09329958,141,0.489796,142,0.504786,141.6807205,108,108.5874209
1,0.5,0.3,31,0.451128,32,0.501179,31.97644403,149,0.48776,150,0.514396,149.4595285,118,117.4830844
2,0.5,0.3,34,0.489599,35,0.515891,34.39559562,147,0.488133,148,0.551339,147.1877512,113,112.7921555
3,0.5,0.3,30,0.462264,31,0.506484,30.85336952,149,0.452607,150,0.543182,149.5232459,119,118.6698764
4,0.5,0.3,42,0.447108,43,0.510997,42.82787334,160,0.48619,161,0.546987,160.2271494,118,117.399276
5,0.5,0.3,27,0.433308,28,0.502823,27.95939006,154,0.47621,155,0.507516,154.7599182,127,126.8005282
6,0.5,0.3,27,0.442308,28,0.508509,27.8714672,146,0.492889,147,0.548866,146.1270343,119,118.2555671
7,0.5,0.3,35,0.493846,36,0.530015,35.1701457,161,0.470466,162,0.508247,161.7817157,126,126.61157
8,0.5,0.3,39,0.492291,40,0.527206,39.22079336,153,0.499191,154,0.556022,153.0142352,114,113.7934418
9,0.5,0.3,34,0.498512,35,0.537844,34.03783179,148,0.460227,149,0.50159,148.9615598,114,114.9237281
10,0.5,0.3,38,0.493886,39,0.50504,38.54814416,148,0.447526,149,0.50848,148.8608787,110,110.3127345
11,0.5,0.3,36,0.49373,37,0.50687,36.47716895,152,0.479911,153,0.521672,152.4810469,116,116.003878
12,0.5,0.3,30,0.480176,31,0.527616,30.41787521,147,0.484198,148,0.518152,147.4653944,117,117.0475191
13,0.5,0.3,28,0.47694,29,0.514706,28.61060213,140,0.480096,141,0.529216,140.4052117,112,111.7946096
14,0.5,0.3,31,0.484026,32,0.508708,31.64719229,144,0.480171,145,0.519912,144.4989557,113,112.8517635
15,0.5,0.3,29,0.432422,30,0.507541,29.89961261,147,0.450336,148,0.538618,147.5625609,118,117.6629483
16,0.5,0.3,35,0.490313,36,0.50268,35.78329425,153,0.459244,154,0.523525,153.6340287,118,117.8507345
17,0.5,0.3,39,0.480385,40,0.523669,39.45316976,169,0.447619,170,0.518546,169.7385199,130,130.2853501
18,0.5,0.3,27,0.47457,28,0.5134,27.654906,152,0.475645,153,0.524823,152.4952418,125,124.8403358
19,0.5,0.3,32,0.495877,33,0.54878,32.07793509,151,0.458075,152,0.53125,151.5729416,119,119.4950065
0,0.5,0.35,40,0.471865,41,0.5504,40.35824791,149,0.481008,150,0.511244,149.6281254,109,109.2698775
1,0.5,0.35,43,0.471566,44,0.524876,43.53337085,165,0.497878,166,0.5372,165.0539647,122,121.5205939
2,0.5,0.35,32,0.461789,33,0.527299,32.58328499,158,0.473646,159,0.538786,158.4045748,126,125.8212898
3,0.5,0.35,30,0.443503,31,0.512243,30.82189409,143,0.479584,144,0.50233,143.8975644,113,113.0756703
4,0.5,0.35,31,0.452632,32,0.513801,31.77437918,164,0.460345,165,0.510156,164.7961093,133,133.0217301
5,0.5,0.35,31,0.433744,32,0.505118,31.92829322,150,0.475981,151,0.53201,150.4286887,119,118.5003955
6,0.5,0.35,33,0.446606,34,0.503058,33.94583009,151,0.49805,152,0.556801,151.0331909,118,117.0873608
7,0.5,0.35,32,0.4928,33,0.539274,32.15492533,151,0.455952,152,0.513503,151.7653733,119,119.610448
8,0.5,0.35,33,0.456071,34,0.534108,33.56292528,154,0.487199,155,0.529003,154.3062147,121,120.7432894
9,0.5,0.35,32,0.49799,33,0.506477,32.2368328,152,0.4672,153,0.517742,152.6489652,120,120.4121324
10,0.5,0.35,29,0.452417,30,0.509812,29.82904434,153,0.454985,154,0.567277,153.4008745,124,123.5718302
11,0.5,0.35,30,0.451169,31,0.521941,30.68997626,160,0.494733,161,0.525417,160.171653,130,129.4816767
12,0.5,0.35,28,0.457787,29,0.501085,28.97494111,149,0.495021,150,0.509527,149.3432373,121,120.3682962
13,0.5,0.35,33,0.495038,34,0.535211,33.12351579,147,0.492329,148,0.542208,147.1537922,114,114.0302764
14,0.5,0.35,29,0.453451,30,0.510125,29.82134665,156,0.49196,157,0.512409,156.3931733,127,126.5718266
15,0.5,0.35,34,0.487013,35,0.501613,34.88952055,144,0.48941,145,0.508308,144.5603768,110,109.6708562
16,0.5,0.35,34,0.487018,35,0.544872,34.22439244,158,0.498269,159,0.5552,158.0304052,124,123.8060128
17,0.5,0.35,33,0.451613,34,0.511574,33.80697453,158,0.442451,159,0.5,159,125,125.1930255
18,0.5,0.35,35,0.460792,36,0.519022,35.6733299,156,0.455788,157,0.524849,156.6401877,121,120.9668578
19,0.5,0.35,39,0.455316,40,0.519865,39.6922493,166,0.4616,167,0.523083,166.6245629,127,126.9323136
0,0.5,0.4,35,0.495023,36,0.529577,35.14403542,146,0.482577,147,0.539587,146.3056131,111,111.1615776
1,0.5,0.4,40,0.492969,41,0.523134,40.2330847,186,0.481688,187,0.512903,186.586641,146,146.3535563
2,0.5,0.4,37,0.462209,38,0.513178,37.74145069,160,0.494222,161,0.580529,160.0669471,123,122.3254964
3,0.5,0.4,32,0.486801,33,0.520015,32.39739267,163,0.496408,164,0.546875,163.0711752,131,130.6737826
4,0.5,0.4,34,0.490658,35,0.508183,34.53306705,171,0.457346,172,0.532661,171.5663414,137,137.0332743
5,0.5,0.4,36,0.49689,37,0.539223,36.07346515,161,0.496189,162,0.53375,161.1014616,125,125.0279965
6,0.5,0.4,31,0.48155,32,0.565129,31.22074923,150,0.4876,151,0.521755,150.3630508,119,119.1423016
7,0.5,0.4,37,0.46345,38,0.509375,37.79586282,164,0.490998,165,0.5,165,127,127.2041372
8,0.5,0.4,42,0.477886,43,0.511538,42.65713776,167,0.489185,168,0.528391,167.2758506,125,124.6187129
9,0.5,0.4,40,0.489599,41,0.522455,40.31656318,157,0.490881,158,0.514487,157.3863001,117,117.0697369
10,0.5,0.4,31,0.478758,32,0.532853,31.39267955,149,0.47134,150,0.507886,149.7842172,118,118.3915376
11,0.5,0.4,38,0.489114,39,0.53271,38.24970181,165,0.48609,166,0.503748,165.7877449,127,127.5380431
12,0.5,0.4,37,0.482759,38,0.547063,37.26811707,173,0.496647,174,0.53719,173.0827023,136,135.8145852
13,0.5,0.4,39,0.496965,40,0.539216,39.07183262,166,0.486568,167,0.523401,166.364673,127,127.2928404
14,0.5,0.4,36,0.4684,37,0.518663,36.62869307,162,0.440367,163,0.501179,162.9806124,126,126.3519193
15,0.5,0.4,48,0.47352,49,0.5521,48.33698142,166,0.498302,167,0.52695,166.0592712,118,117.7222897
16,0.5,0.4,30,0.43417,31,0.506498,30.91015927,160,0.493985,161,0.527363,160.1802085,130,129.2700492
17,0.5,0.4,31,0.415123,32,0.505017,31.94418982,155,0.450388,156,0.529366,155.6281749,124,123.6839851
18,0.5,0.4,35,0.461262,36,0.515476,35.71453868,163,0.486092,164,0.527519,163.3357231,128,127.6211844
19,0.5,0.4,35,0.434559,36,0.501511,35.97743159,165,0.477273,166,0.514173,165.6159079,130,129.6384763
0,0.5,0.45,35,0.422705,36,0.50253,35.96830567,180,0.443574,181,0.509901,180.8507244,145,144.8824188
1,0.5,0.45,33,0.47382,34,0.520866,33.55647664,171,0.464286,172,0.513293,171.728753,138,138.1722764
2,0.5,0.45,34,0.449777,35,0.501443,34.97207061,158,0.479472,159,0.517071,158.545972,124,123.5739014
3,0.5,0.45,39,0.470812,40,0.528846,39.50294655,169,0.486903,170,0.551128,169.2039237,130,129.7009772
4,0.5,0.45,34,0.489954,35,0.553328,34.15851927,163,0.473065,164,0.514266,163.6537463,129,129.495227
5,0.5,0.45,32,0.495462,33,0.530303,32.13024884,158,0.483456,159,0.508686,158.6557273,126,126.5254785
6,0.5,0.45,34,0.493367,35,0.520833,34.24149858,157,0.471749,158,0.512615,157.6913082,123,123.4498096
7,0.5,0.45,37,0.495846,38,0.550085,37.07658696,164,0.443966,165,0.513178,164.8095995,127,127.7330125
8,0.5,0.45,31,0.479381,32,0.51935,31.5158748,169,0.464654,170,0.532051,169.5244447,138,138.0085699
9,0.5,0.45,32,0.476232,33,0.523339,32.50455346,164,0.450076,165,0.501502,164.970793,132,132.4662395
10,0.5,0.45,38,0.498347,39,0.562604,38.02572482,162,0.474724,163,0.504379,162.8523352,124,124.8266104
11,0.5,0.45,38,0.465108,39,0.570679,38.33050743,158,0.478707,159,0.525036,158.4596041,120,120.1290967
12,0.5,0.45,36,0.441382,37,0.501565,36.97399598,159,0.496967,160,0.538961,159.0722246,123,122.0982286
13,0.5,0.45,39,0.473387,40,0.545846,39.36728357,174,0.489568,175,0.500754,174.9325943,135,135.5653107
