Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
187,0.02,10,0.449084,11,0.613412,10.30984373,29,0.489247,30,0.643555,29.0696853,19,18.75984158
188,0.02,10,0.47495,11,0.661636,10.13418253,31,0.314917,32,0.503868,31.97952908,21,21.84534655
189,0.02,10,0.494371,11,0.657534,10.03449924,33,0.47053,34,0.638862,33.17507069,23,23.14057145
190,0.02,9,0.360718,10,0.561787,9.692707479,31,0.422363,32,0.614913,31.40320436,22,21.71049688
191,0.02,10,0.44335,11,0.645854,10.27974756,32,0.429513,33,0.579373,32.47035233,22,22.19060477
192,0.02,10,0.470588,11,0.638398,10.17526965,31,0.433914,32,0.593,31.41541053,21,21.24014088
193,0.02,9,0.411736,10,0.526531,9.768883662,31,0.448706,32,0.634228,31.27648473,22,21.50760107
194,0.02,10,0.455779,11,0.615914,10.27614825,31,0.466597,32,0.638384,31.19444428,21,20.91829603
195,0.02,10,0.447179,11,0.60989,10.32463079,33,0.470618,34,0.67686,33.14246371,23,22.81783292
196,0.02,9,0.37,10,0.519019,9.872371979,32,0.373308,33,0.536667,32.77554344,23,22.90317146
197,0.02,10,0.489351,11,0.695757,10.05159249,30,0.446713,31,0.630725,30.28958437,20,20.23799188
198,0.02,9,0.36,10,0.516529,9.894402954,32,0.465854,33,0.640327,32.19570936,23,22.30130641
199,0.02,9,0.376826,10,0.542121,9.745176805,31,0.483235,32,0.658491,31.09566006,22,21.35048326
0,0.025,8,0.365761,9,0.557034,8.701818866,26,0.472799,27,0.63377,26.16898075,18,17.46716188
1,0.025,8,0.372068,9,0.538176,8.770173622,25,0.337619,26,0.503356,25.97975105,17,17.20957743
2,0.025,8,0.350656,9,0.537342,8.799974288,26,0.354807,27,0.53089,26.82457137,18,18.02459708
3,0.025,8,0.423712,9,0.600972,8.430373463,25,0.487512,26,0.668478,25.06900744,17,16.63863398
4,0.025,8,0.388472,9,0.558448,8.65613969,25,0.406083,26,0.577965,25.54640393,17,16.89026424
5,0.025,8,0.416667,9,0.586141,8.491715543,26,0.482979,27,0.692597,26.08120009,18,17.58948454
6,0.025,8,0.376768,9,0.541417,8.748452769,25,0.360116,26,0.53937,25.78036752,17,17.03191475
7,0.025,8,0.413174,9,0.577873,8.527179886,26,0.454062,27,0.642723,26.24349495,18,17.71631506
8,0.025,8,0.408408,9,0.578155,8.539579492,26,0.422895,27,0.587238,26.46917118,18,17.92959169
9,0.025,8,0.385729,9,0.580203,8.587590115,27,0.392291,28,0.585859,27.55644011,19,18.96885
10,0.025,9,0.494291,10,0.675103,9.031574232,24,0.440171,25,0.630964,24.31358069,15,15.28200646
11,0.025,8,0.390507,9,0.545629,8.705850879,26,0.441791,27,0.653733,26.27464589,18,17.56879502
12,0.025,8,0.47657,9,0.622943,8.160070505,24,0.332012,25,0.533261,24.83472713,16,16.67465662
13,0.025,8,0.478471,9,0.586462,8.199359206,26,0.335693,27,0.528719,26.85121693,18,18.65185773
14,0.025,8,0.401951,9,0.571939,8.576799539,26,0.395385,27,0.592534,26.53063926,18,17.95383972
15,0.025,8,0.48836,9,0.686858,8.058640389,26,0.407747,27,0.586789,26.51525899,18,18.4566186
16,0.025,8,0.370389,9,0.528128,8.821680117,26,0.355984,27,0.535636,26.80163872,18,17.97995861
17,0.025,9,0.495178,10,0.63471,9.034558381,26,0.406977,27,0.594995,26.49475582,17,17.46019744
18,0.025,8,0.345216,9,0.530168,8.836887409,25,0.484286,26,0.673797,25.08291867,17,16.24603126
19,0.025,8,0.458333,9,0.651452,8.215758159,25,0.353276,26,0.524379,25.85751857,17,17.64176041
20,0.025,8,0.375624,9,0.537678,8.767497254,26,0.4143,27,0.612697,26.43196218,18,17.66446492
21,0.025,8,0.386318,9,0.572283,8.61130858,26,0.485167,27,0.686567,26.07364945,18,17.46234087
