Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
34,0.045,5,0.806551,6,0.735232,5.091854905,17,0.851816,18,0.727,17.41513908,12,12.32328418
35,0.045,5,0.822596,6,0.769792,5.427922127,18,0.829703,19,0.745174,18.3513942,13,12.92347207
36,0.045,5,0.821323,6,0.7147,5.199984994,19,0.826832,20,0.751306,19.35526838,14,14.15528339
37,0.045,5,0.809572,6,0.743091,5.143980987,17,0.810311,18,0.711475,17.10432434,12,11.96034335
38,0.045,5,0.813929,6,0.749453,5.216033873,18,0.805797,19,0.703545,18.05669327,13,12.84065939
39,0.045,5,0.820697,6,0.737251,5.248028665,19,0.809474,20,0.715768,19.10110345,14,13.85307479
40,0.045,4,0.864469,5,0.775025,4.72077501,17,0.815385,18,0.716763,17.15599968,13,12.43522467
41,0.045,4,0.87114,5,0.78527,4.828461628,16,0.878279,17,0.795156,16.94172491,12,12.11326329
42,0.045,5,0.817697,6,0.69556,5.144894667,16,0.850477,17,0.790289,16.83865555,11,11.69376088
43,0.045,5,0.857704,6,0.786408,5.809358169,18,0.84561,19,0.740166,18.43255188,13,12.62319371
44,0.045,5,0.821394,6,0.728796,5.231041707,18,0.817805,19,0.744017,18.2412994,13,13.01025769
45,0.045,5,0.815616,6,0.722723,5.168107392,18,0.811181,19,0.740443,18.15806214,13,12.98995475
46,0.045,5,0.808853,6,0.741153,5.130768095,17,0.845361,18,0.74307,17.44345055,12,12.31268245
47,0.045,5,0.825646,6,0.726647,5.259053122,19,0.824811,20,0.738289,19.28675944,14,14.02770632
48,0.045,5,0.813025,6,0.733471,5.163725268,17,0.861811,18,0.795455,17.93150582,12,12.76778055
49,0.045,4,0.859198,5,0.791531,4.874842981,17,0.833162,18,0.75813,17.44197143,13,12.56712844
50,0.045,4,0.87961,5,0.768443,4.716129787,19,0.800215,20,0.706374,19.00229111,15,14.28616132
51,0.045,5,0.817829,6,0.753138,5.275602479,19,0.841321,20,0.755467,19.48129382,14,14.20569134
52,0.045,5,0.828157,6,0.747925,5.35094476,18,0.853229,19,0.784749,18.77729264,13,13.42634788
53,0.045,5,0.807193,6,0.722741,5.085172642,17,0.809031,18,0.70935,17.09059901,12,12.00542637
54,0.045,5,0.821501,6,0.742457,5.272013056,18,0.831041,19,0.755897,18.41308687,13,13.14107382
55,0.045,6,0.807339,7,0.727081,6.091442598,19,0.804808,20,0.722587,19.05847654,13,12.96703395
